가게 이름,업종구분,주소,URL
어해도 횟집,일식당,서울 구로구 시흥대로 551 광희빌딩 2층,https://pcmap.place.naver.com/restaurant/36803590/review/visitor#
샤퀴테리서울,와인,서울 구로구 신도림로11라길 13 1층,https://pcmap.place.naver.com/restaurant/1337481143/review/visitor#
유메오뎅 구로디지털단지,요리주점,서울 구로구 디지털로32나길 8 1층 101호,https://pcmap.place.naver.com/restaurant/1450524200/review/visitor#
고마워케이크,케이크전문,서울 구로구 디지털로 300 1층 야외광장 앞,https://pcmap.place.naver.com/restaurant/37486059/review/visitor#
손가네생오리부페,오리요리,서울 구로구 개봉로19길 29 1층,https://pcmap.place.naver.com/restaurant/13152518/review/visitor#
한돈굴보쌈,"족발,보쌈",서울 구로구 경인로 661 대우푸르지오1차 2층 226호,https://pcmap.place.naver.com/restaurant/1411789749/review/visitor#
콘피,"카페,디저트",서울 구로구 경인로66길 5 신성은하수 아파트 상가 2층,https://pcmap.place.naver.com/restaurant/1762915664/review/visitor#
목구멍 구로디지털단지점,"육류,고기요리",서울 구로구 디지털로34길 55 코오롱싸이언스밸리2차 지하1층 B103-2호,https://pcmap.place.naver.com/restaurant/1461982256/review/visitor#
신선회수산 신도림점,생선회,서울 구로구 공원로6다길 14,https://pcmap.place.naver.com/restaurant/38514969/review/visitor#
구씨네매운집 본점,닭발,서울 구로구 공원로6나길 17-2,https://pcmap.place.naver.com/restaurant/34016225/review/visitor#
본죽&비빔밥cafe 오류점,죽,서울 구로구 경인로 203-1,https://pcmap.place.naver.com/restaurant/12987672/review/visitor#
롯데시티호텔구로 씨카페,뷔페,서울 구로구 디지털로 300 롯데시티호텔 구로 3층 씨카페,https://pcmap.place.naver.com/restaurant/37402172/review/visitor#
키친브로망스,피자,서울 구로구 새말로16길 16 지하1층,https://pcmap.place.naver.com/restaurant/1549486645/review/visitor#
호요 구디점,이자카야,서울 구로구 도림천로 452 301동 206호,https://pcmap.place.naver.com/restaurant/1919704929/review/visitor#
그랜마파이,피자,"서울 구로구 새말로 117-21 신도림역 1호선, 1번 승강장, 7-1 하차문 앞",https://pcmap.place.naver.com/restaurant/1605216052/review/visitor#
수밀 블랑제리,베이커리,서울 구로구 중앙로 100 1층 103호 수밀 블랑제리,https://pcmap.place.naver.com/restaurant/1271331461/review/visitor#
오뎅정종,"오뎅,꼬치",서울 구로구 경인로67길 23 2층 201호,https://pcmap.place.naver.com/restaurant/1592165719/review/visitor#
백소정 동양미래대점,일식당,"서울 구로구 경인로47길 26 2층, 백소정 동양미래대점",https://pcmap.place.naver.com/restaurant/1943951032/review/visitor#
금성관나주곰탕 구로직영점,"곰탕,설렁탕",서울 구로구 디지털로32길 92 1층 102호,https://pcmap.place.naver.com/restaurant/1273089989/review/visitor#
광영수산 구로점,생선회,서울 구로구 공원로8길 19,https://pcmap.place.naver.com/restaurant/18958883/review/visitor#
투썸플레이스 구로디지털역 깔깔거리점,카페,서울 구로구 디지털로32길 97-39,https://pcmap.place.naver.com/restaurant/1519373531/review/visitor#
코지로오모테나시 구로디지털단지점,이자카야,서울 구로구 디지털로32길 97-16 2층,https://pcmap.place.naver.com/restaurant/1701525188/review/visitor#
후추스시,"초밥,롤",서울 관악구 관악로14길 87 2층 201호,https://pcmap.place.naver.com/restaurant/1070317367/review/visitor#
청기와타운 서울대점,"육류,고기요리",서울 관악구 남부순환로 1838 1층,https://pcmap.place.naver.com/restaurant/1761847145/review/visitor#
미나리생삼겹 3호점,"육류,고기요리",서울 관악구 신림로59길 15-10 1층,https://pcmap.place.naver.com/restaurant/1019296500/review/visitor#
도쿄스테이크 타임스트림점,"스테이크,립",서울 관악구 신림로 330 포도몰 9층,https://pcmap.place.naver.com/restaurant/1355858218/review/visitor#
문득,이탈리아음식,서울 관악구 관악로14길 8,https://pcmap.place.naver.com/restaurant/1926971458/review/visitor#
십원집 신림점,돼지고기구이,서울 관악구 신림로 354 1층 십원집,https://pcmap.place.naver.com/restaurant/33636538/review/visitor#
사당역 힘찬정육식당,정육식당,서울 관악구 남현1길 58 1층 힘찬정육식당,https://pcmap.place.naver.com/restaurant/1721781825/review/visitor#
킷사서울,일식당,서울 관악구 남부순환로226길 31 2층 킷사서울,https://pcmap.place.naver.com/restaurant/1218049409/review/visitor#
도올쇠 서울대입구점,요리주점,서울 관악구 남부순환로234길 28 1층,https://pcmap.place.naver.com/restaurant/1414747950/review/visitor#
고베규카츠 신림점,돈가스,서울 관악구 남부순환로176길 8 2층 고베규카츠,https://pcmap.place.naver.com/restaurant/38310369/review/visitor#
계탄언니 사당본점,닭갈비,서울 관악구 과천대로 951 지하 1층,https://pcmap.place.naver.com/restaurant/1954136325/review/visitor#
수왕초장집 구로점,생선회,"서울 관악구 시흥대로 550 1층, 2층",https://pcmap.place.naver.com/restaurant/1821367240/review/visitor#
샵도쿄시장 신림점,요리주점,"서울 관악구 남부순환로176길 12 2층, 3층",https://pcmap.place.naver.com/restaurant/1384459705/review/visitor#
우담정,소고기구이,서울 관악구 남부순환로 2082-25 4층,https://pcmap.place.naver.com/restaurant/12784071/review/visitor#
모힝 비스트로,이탈리아음식,서울 관악구 남부순환로226길 36 2층,https://pcmap.place.naver.com/restaurant/31375404/review/visitor#
안밀소 서울대입구역본점,베트남음식,서울 관악구 봉천로 473-9 2층,https://pcmap.place.naver.com/restaurant/1494872080/review/visitor#
바다수다,생선회,서울 관악구 쑥고개로 73-1 1층,https://pcmap.place.naver.com/restaurant/1415908548/review/visitor#
스테이크하우스 로아,양식,서울 관악구 봉천로62길 7 2층,https://pcmap.place.naver.com/restaurant/36084392/review/visitor#
세광양대창 서울대입구점,"곱창,막창,양",서울 관악구 관악로16길 13 2층,https://pcmap.place.naver.com/restaurant/1777006717/review/visitor#
천미미 구로점,중식당,서울 관악구 시흥대로 552 석천빌딩 2층,https://pcmap.place.naver.com/restaurant/1297341976/review/visitor#
부뚜막 신림본점,"육류,고기요리","서울 관악구 남부순환로 1597-15 1층, 부뚜막",https://pcmap.place.naver.com/restaurant/38009643/review/visitor#
온정돈까스 본점,돈가스,서울 관악구 조원로 60,https://pcmap.place.naver.com/restaurant/18727412/review/visitor#
진격의곱창 신림점,"곱창,막창,양",서울 관악구 관천로 37-1 1층 A-26,https://pcmap.place.naver.com/restaurant/1703199231/review/visitor#
어울림정육식당 서울대입구역점,정육식당,서울 관악구 남부순환로 1808 1층 어울림정육식당,https://pcmap.place.naver.com/restaurant/1301382459/review/visitor#
함지박치즈등갈비 신림본점,"육류,고기요리",서울 관악구 신림로65길 38,https://pcmap.place.naver.com/restaurant/35629425/review/visitor#
와인창고잡,와인,서울 관악구 남부순환로226길 31 1층 와인창고잡,https://pcmap.place.naver.com/restaurant/37281466/review/visitor#
그집돼지 본점,돼지고기구이,서울 관악구 봉천로 467 1층 그집돼지,https://pcmap.place.naver.com/restaurant/1552305349/review/visitor#
빽돈 본점,돼지고기구이,서울 관악구 관악로16길 32-2 1층,https://pcmap.place.naver.com/restaurant/1750208902/review/visitor#
클랩피자앤펍 샤로수길점,양식,서울 관악구 관악로14나길 13 1층,https://pcmap.place.naver.com/restaurant/1577383966/review/visitor#
연탄부락 낙성대점,"육류,고기요리",서울 관악구 남부순환로 1891,https://pcmap.place.naver.com/restaurant/20408809/review/visitor#
본화로,"육류,고기요리",서울 관악구 남부순환로 1592-5,https://pcmap.place.naver.com/restaurant/37351290/review/visitor#
작은따옴표,바(BAR),서울 관악구 관천로 36-1 2층 작은따옴표,https://pcmap.place.naver.com/restaurant/37534657/review/visitor#
하남돼지집 서울대입구역점,돼지고기구이,서울 관악구 관악로17길 3,https://pcmap.place.naver.com/restaurant/348264883/review/visitor#
대원갈비,"육류,고기요리",서울 관악구 신림로67길 5 금호빌딩,https://pcmap.place.naver.com/restaurant/36830603/review/visitor#
카페 팃빗,"카페,디저트",서울 관악구 관악로14가길 6 2층,https://pcmap.place.naver.com/restaurant/34584833/review/visitor#
모리라멘&돈카츠,일식당,"서울 관악구 남부순환로 2068 1층 102, 103호",https://pcmap.place.naver.com/restaurant/1349981646/review/visitor#
동경산책 서울대입구점,일식당,서울 관악구 관악로14길 30 2층,https://pcmap.place.naver.com/restaurant/1588568877/review/visitor#
쟝블랑제리 낙성대본점,베이커리,서울 관악구 낙성대역길 8,https://pcmap.place.naver.com/restaurant/12800337/review/visitor#
상무초밥 구로디지털점,"초밥,롤",서울 관악구 시흥대로 568 1층,https://pcmap.place.naver.com/restaurant/1891677001/review/visitor#
월화고기 보라매점,"육류,고기요리",서울 관악구 보라매로3길 16,https://pcmap.place.naver.com/restaurant/37942001/review/visitor#
안녕부산,한식,서울 관악구 남부순환로226길 31 2층,https://pcmap.place.naver.com/restaurant/1862909287/review/visitor#
지중해참치,생선회,서울 관악구 관악로 185 2층,https://pcmap.place.naver.com/restaurant/13015978/review/visitor#
스윗프로비전,베이커리,서울 관악구 행운1길 5 1층,https://pcmap.place.naver.com/restaurant/1468817141/review/visitor#
고모네정육식당,"육류,고기요리",서울 관악구 조원로 160 1층 좌측호,https://pcmap.place.naver.com/restaurant/1259635617/review/visitor#
정남옥 서울대입구점,"순대,순댓국",서울 관악구 관악로 148 지층,https://pcmap.place.naver.com/restaurant/37069580/review/visitor#
샤브온당 봉천점,샤브샤브,서울 관악구 남부순환로 1707 1층,https://pcmap.place.naver.com/restaurant/1700076505/review/visitor#
흥부보쌈,"족발,보쌈",서울 관악구 신림로59길 15-13 1층 흥부보쌈,https://pcmap.place.naver.com/restaurant/11592553/review/visitor#
리파인 서울대점,요리주점,서울 관악구 낙성대로4가길 11 1층 리파인 서울대점,https://pcmap.place.naver.com/restaurant/1556353385/review/visitor#
쭈앤쭈 서울대본점,주꾸미요리,서울 관악구 관악로14길 11 1층 쭈앤쭈 서울대본점,https://pcmap.place.naver.com/restaurant/1999378240/review/visitor#
옐로우버터드림,"카페,디저트",서울 관악구 관악로14나길 10 2층,https://pcmap.place.naver.com/restaurant/1406386323/review/visitor#
쥬벤쿠바 서울대입구점,양식,서울 관악구 관악로14나길 10 1층,https://pcmap.place.naver.com/restaurant/1136183514/review/visitor#
잔잔 샤로수길점,이자카야,서울 관악구 남부순환로230길 22 1층,https://pcmap.place.naver.com/restaurant/1553947434/review/visitor#
진주상회,요리주점,서울 관악구 관악로16길 28 1층 진주상회,https://pcmap.place.naver.com/restaurant/31293328/review/visitor#
한우육회마을 서울대점,요리주점,서울 관악구 봉천로 520-1 1층,https://pcmap.place.naver.com/restaurant/37755038/review/visitor#
모즈타파스라운지,스페인음식,서울 관악구 남부순환로226길 36 지하 모즈타파스라운지,https://pcmap.place.naver.com/restaurant/37349706/review/visitor#
등골빼기 샤로수길점,한식,서울 관악구 관악로14길 101 1층,https://pcmap.place.naver.com/restaurant/1109184873/review/visitor#
광명대창집 신림점,"곱창,막창,양",서울 관악구 신림로59길 8 1층 광명대창집 신림점,https://pcmap.place.naver.com/restaurant/1404750197/review/visitor#
신림황소곱창,"곱창,막창,양",서울 관악구 신림로65길 42,https://pcmap.place.naver.com/restaurant/35125303/review/visitor#
해방촌 부대찌개 타임스트림점,"찌개,전골",서울 관악구 신림로 330 9층,https://pcmap.place.naver.com/restaurant/1010487663/review/visitor#
박재성의 메밀숯불닭갈비,닭갈비,서울 관악구 신원로 40-16 1층,https://pcmap.place.naver.com/restaurant/1183723316/review/visitor#
윤반장 원조한우곱도리탕 신림점,한식,서울 관악구 남부순환로 1597-11 1층,https://pcmap.place.naver.com/restaurant/1997343275/review/visitor#
삼합당,"육류,고기요리",서울 관악구 남부순환로 1597-12,https://pcmap.place.naver.com/restaurant/1367332916/review/visitor#
텐동요츠야,일식당,서울 관악구 봉천동 1612-40,https://pcmap.place.naver.com/restaurant/38460514/review/visitor#
신림춘천집 본점,닭요리,서울 관악구 남부순환로 1600-8 1층 신림춘천집,https://pcmap.place.naver.com/restaurant/37700379/review/visitor#
볏짚구이이야기 서울대입구역본점,"장어,먹장어요리",서울 관악구 봉천로 482,https://pcmap.place.naver.com/restaurant/19952633/review/visitor#
황홀경,"카페,디저트",서울 관악구 관악로14길 37 B1 황홀경,https://pcmap.place.naver.com/restaurant/1889988592/review/visitor#
옥된장 신림역점,한식,서울 관악구 남부순환로 1627 1층,https://pcmap.place.naver.com/restaurant/1500385731/review/visitor#
사담,브런치,서울 관악구 남부순환로 1852 5층 사담,https://pcmap.place.naver.com/restaurant/1206529518/review/visitor#
목포수산,생선회,서울 관악구 관천로 39 1층 목포수산,https://pcmap.place.naver.com/restaurant/18199775/review/visitor#
장인닭갈비 신림점,닭갈비,"서울 관악구 남부순환로 1588 1층 106, 107호",https://pcmap.place.naver.com/restaurant/1508757464/review/visitor#
숙이네조개전골 서울대입구점,조개요리,서울 관악구 관악로16길 41,https://pcmap.place.naver.com/restaurant/37841962/review/visitor#
오월의김밥,김밥,서울 관악구 봉천로 605 102호,https://pcmap.place.naver.com/restaurant/37778826/review/visitor#
거해참치,생선회,서울 관악구 남부순환로185길 5 1층,https://pcmap.place.naver.com/restaurant/1230271088/review/visitor#
아리차이,중식당,서울 관악구 신림동길 4,https://pcmap.place.naver.com/restaurant/11704746/review/visitor#
중화요리 팔공,중식당,서울 관악구 남부순환로 1680,https://pcmap.place.naver.com/restaurant/1775787333/review/visitor#
금야면옥,한식,서울 관악구 행운1길 15 . 1층,https://pcmap.place.naver.com/restaurant/1293104902/review/visitor#
피자보이시나 서울대점,피자,서울 관악구 남부순환로234길 31 1층 피자보이시나,https://pcmap.place.naver.com/restaurant/1157452568/review/visitor#
사생활,브런치카페,서울 관악구 신사로14길 19 지하1층,https://pcmap.place.naver.com/restaurant/1244059755/review/visitor#
돈뼈락연탄갈비,"육류,고기요리",서울 관악구 남부순환로 1835-26 재승빌딩 1층 돈뼈락 연탄갈비,https://pcmap.place.naver.com/restaurant/19873817/review/visitor#
전주익산,"순대,순댓국","서울 관악구 신림로59길 14 원조민속순대타운 원빌딩3층 302호, 304호 전주익산",https://pcmap.place.naver.com/restaurant/33093067/review/visitor#
카츠쇼신 샤로수길점,돈가스,서울 관악구 남부순환로224길 25 1층,https://pcmap.place.naver.com/restaurant/1217588172/review/visitor#
베이컨시,"스파게티,파스타전문",서울 관악구 봉천로62길 5 B1,https://pcmap.place.naver.com/restaurant/1334871226/review/visitor#
강강술래 신림본동점,"육류,고기요리",서울 관악구 남부순환로 1660,https://pcmap.place.naver.com/restaurant/11718658/review/visitor#
채우동,일식당,서울 관악구 남부순환로226길 23-7 1층,https://pcmap.place.naver.com/restaurant/1897575493/review/visitor#
낙성기사식당,기사식당,서울 관악구 봉천로 550,https://pcmap.place.naver.com/restaurant/18697132/review/visitor#
박진주할머니김치곱창전골 서울대입구본점,"곱창,막창,양",서울 관악구 남부순환로234길 19 1층,https://pcmap.place.naver.com/restaurant/1730197317/review/visitor#
제주국수임당,국수,서울 관악구 관악로12길 5 2층,https://pcmap.place.naver.com/restaurant/1477861012/review/visitor#
복돈이 부추삼겹살,돼지고기구이,서울 관악구 남현1길 68-14 남현빌딩,https://pcmap.place.naver.com/restaurant/21559392/review/visitor#
88갈비 구로디지털단지점,"육류,고기요리",서울 관악구 조원중앙로1길 46 1층,https://pcmap.place.naver.com/restaurant/1617953249/review/visitor#
제일공간,"카페,디저트",서울 관악구 관악로14길 87 2층 제일공간,https://pcmap.place.naver.com/restaurant/1713672856/review/visitor#
모힝 낙성대역점,이탈리아음식,서울 관악구 남부순환로248길 7 2층,https://pcmap.place.naver.com/restaurant/1998410892/review/visitor#
구퉁이 서울대점,"육류,고기요리",서울 관악구 관악로14길 85 1층,https://pcmap.place.naver.com/restaurant/1086041770/review/visitor#
화로상회 서울대점,고기뷔페,서울 관악구 신림로 85,https://pcmap.place.naver.com/restaurant/1103073663/review/visitor#
아토커피 신림점,"카페,디저트",서울 관악구 관천로 79 1층,https://pcmap.place.naver.com/restaurant/1539251371/review/visitor#
갯벌의조개 사당점,조개요리,서울 관악구 남현1길 68-6 1층 제나호,https://pcmap.place.naver.com/restaurant/1181045699/review/visitor#
해도수산,생선회,서울 관악구 남부순환로 1855 1층,https://pcmap.place.naver.com/restaurant/1488111701/review/visitor#
닭장맥주 서울대입구점,"맥주,호프",서울 관악구 관악로14길 70 2층,https://pcmap.place.naver.com/restaurant/1003147022/review/visitor#
청년고기장수 봉천점,돼지고기구이,서울 관악구 남부순환로 1707 1층,https://pcmap.place.naver.com/restaurant/1672431746/review/visitor#
정원쌈밥보리밥,한식,서울 관악구 신림로18가길 23,https://pcmap.place.naver.com/restaurant/20868279/review/visitor#
섭지수산,이자카야,서울 관악구 관악로14길 85,https://pcmap.place.naver.com/restaurant/1624571869/review/visitor#
상록회관연탄구이 신림역점,"육류,고기요리",서울 관악구 신림로66길 29 1층,https://pcmap.place.naver.com/restaurant/1114596752/review/visitor#
이자카야 우규 샤로수길점,이자카야,서울 관악구 관악로14길 71 1층 102호,https://pcmap.place.naver.com/restaurant/1069438912/review/visitor#
장군집 본점,"전통,민속주점",서울 관악구 청룡2길 19,https://pcmap.place.naver.com/restaurant/13566449/review/visitor#
숙성회136 본점,생선회,서울 관악구 관악로14길 35 지하1층,https://pcmap.place.naver.com/restaurant/1119161209/review/visitor#
돈벼락삼겹살,돼지고기구이,서울 관악구 난곡로 341 1층 돈벼락삼겹살,https://pcmap.place.naver.com/restaurant/1372403312/review/visitor#
어사출또 신림역점,생선회,서울 관악구 남부순환로 1597-8,https://pcmap.place.naver.com/restaurant/38257161/review/visitor#
청송산오징어,오징어요리,서울 관악구 남현1길 8 경도빌딩,https://pcmap.place.naver.com/restaurant/13416229/review/visitor#
경성양꼬치 신림점,양꼬치,서울 관악구 신림동7길 47,https://pcmap.place.naver.com/restaurant/19997356/review/visitor#
서울대입구 토모,이자카야,"서울 관악구 관악로15길 24 2층, 3층",https://pcmap.place.naver.com/restaurant/38276874/review/visitor#
애슐리퀸즈 서울대입구점,패밀리레스토랑,서울 관악구 남부순환로 1820 에그옐로우 빌딩 9층,https://pcmap.place.naver.com/restaurant/19981002/review/visitor#
아띠85도씨베이커리,베이커리,서울 관악구 쑥고개로 137,https://pcmap.place.naver.com/restaurant/37116813/review/visitor#
십원집 봉천점,돼지고기구이,서울 관악구 봉천로 521 1층 십원집 봉천점,https://pcmap.place.naver.com/restaurant/18699371/review/visitor#
트램 서울,"카페,디저트",서울 관악구 남부순환로226길 23-10 1층 101호,https://pcmap.place.naver.com/restaurant/1486386053/review/visitor#
석암생소금구이 신림점,"육류,고기요리",서울 관악구 남부순환로 1600-11 1층,https://pcmap.place.naver.com/restaurant/1746237982/review/visitor#
전라도시네마,"순대,순댓국",서울 관악구 신림로59길 14 원빌딩 원조민속순대타운 3층 307호,https://pcmap.place.naver.com/restaurant/13157489/review/visitor#
만 성 찬 팅,중식당,서울 관악구 신림로 322-4 외 1필지 1층,https://pcmap.place.naver.com/restaurant/37537647/review/visitor#
정담은보쌈 신림점,"족발,보쌈","서울 관악구 남부순환로 1661 하나빌딩 2, 3, 4층",https://pcmap.place.naver.com/restaurant/31730620/review/visitor#
두리닭발,닭발,서울 관악구 남현3길 78 2층,https://pcmap.place.naver.com/restaurant/37257505/review/visitor#
이츠모라멘 신림점,일본식라면,서울 관악구 신림로68길 7 1층,https://pcmap.place.naver.com/restaurant/1245878571/review/visitor#
고기굽는사람들,"육류,고기요리",서울 관악구 관악로14길 70 효림빌딩 106호,https://pcmap.place.naver.com/restaurant/94550787/review/visitor#
목구멍 신림점,"육류,고기요리",서울 관악구 신림로59길 15-10 1층,https://pcmap.place.naver.com/restaurant/1405202381/review/visitor#
스트릿캔 신림점,"카페,디저트",서울 관악구 남부순환로190길 6 1층,https://pcmap.place.naver.com/restaurant/1729254454/review/visitor#
속초오징어어시장 사당점,오징어요리,서울 관악구 남현1길 47,https://pcmap.place.naver.com/restaurant/1035592001/review/visitor#
충청삼겹 서울대입구역본점,"육류,고기요리",서울 관악구 남부순환로230길 15 충청삼겹,https://pcmap.place.naver.com/restaurant/1163248530/review/visitor#
논밭골 봉천점,한식,서울 관악구 청룡길 30,https://pcmap.place.naver.com/restaurant/21597866/review/visitor#
이모포차,요리주점,서울 관악구 봉천로12길 34 이모포차,https://pcmap.place.naver.com/restaurant/1304886953/review/visitor#
오지 편한식당,이자카야,서울 관악구 관악로14길 105 1층 오지,https://pcmap.place.naver.com/restaurant/714380275/review/visitor#
앤미,일식당,서울 관악구 관악로12길 47 102호 앤미,https://pcmap.place.naver.com/restaurant/1419822172/review/visitor#
디자이너리 카페,"카페,디저트",서울 관악구 관천로 71-1 4F,https://pcmap.place.naver.com/restaurant/1918745789/review/visitor#
나인온스버거,햄버거,서울 관악구 관악로12길 108 1층,https://pcmap.place.naver.com/restaurant/33315286/review/visitor#
옷살 서울대입구본점,인도음식,서울 관악구 관악로 164 대우슈페리움 지하1층 104호 ~105호,https://pcmap.place.naver.com/restaurant/19878517/review/visitor#
나에게오는길,"카페,디저트",서울 관악구 관악로14길 82 2층,https://pcmap.place.naver.com/restaurant/1753560079/review/visitor#
초이다이닝 샤로수길점,일식당,서울 관악구 관악로14길 28 2층,https://pcmap.place.naver.com/restaurant/1169204457/review/visitor#
또순이원조순대 본점,"순대,순댓국",서울 관악구 신림로59길 14,https://pcmap.place.naver.com/restaurant/11711954/review/visitor#
파앤피파스타하우스 샤로수길점,이탈리아음식,서울 관악구 남부순환로234길 18 1층,https://pcmap.place.naver.com/restaurant/1303035400/review/visitor#
하와이조개 신림본점,조개요리,서울 관악구 신림로59길 15-6 1층 하와이조개 신림본점,https://pcmap.place.naver.com/restaurant/1373226630/review/visitor#
키라키라윤 샤로수길점,요리주점,서울 관악구 관악로 154-5 1층 키라키라윤 샤로수길점,https://pcmap.place.naver.com/restaurant/1646726710/review/visitor#
더 다이닝 로아,요리주점,서울 관악구 관악로12길 5 B1,https://pcmap.place.naver.com/restaurant/1478525294/review/visitor#
서라당,"카페,디저트",서울 관악구 신사로 120-1 1층 서라당,https://pcmap.place.naver.com/restaurant/1369970901/review/visitor#
기절초풍왕순대,"순대,순댓국",서울 관악구 봉천로62길 2,https://pcmap.place.naver.com/restaurant/18709584/review/visitor#
화상손만두,중식당,서울 관악구 남부순환로244길 18 1층 화상손만두,https://pcmap.place.naver.com/restaurant/1845789479/review/visitor#
숯불호랑,"육류,고기요리",서울 관악구 관악로14길 69,https://pcmap.place.naver.com/restaurant/1604481125/review/visitor#
오후의과일,"카페,디저트",서울 관악구 관악로14길 106 1층 102호,https://pcmap.place.naver.com/restaurant/1108600610/review/visitor#
셰프박명주브라더,퓨전음식,서울 관악구 관악로14길 42 1층,https://pcmap.place.naver.com/restaurant/37803653/review/visitor#
바다가내손아귀,"아귀찜,해물찜",서울 관악구 봉천로 382-1 1층,https://pcmap.place.naver.com/restaurant/1525876796/review/visitor#
오늘그대와 샤로수길점,"스파게티,파스타전문",서울 관악구 관악로14길 65 지하,https://pcmap.place.naver.com/restaurant/1897857290/review/visitor#
꼬꼬숯불닭갈비 서울대입구 본점,"육류,고기요리",서울 관악구 남부순환로 1846 1층 꼬꼬숯불닭갈비 서울대입구점,https://pcmap.place.naver.com/restaurant/1292300657/review/visitor#
도림항 본점,"해물,생선요리",서울 관악구 조원로4길 8 도림항,https://pcmap.place.naver.com/restaurant/1322814089/review/visitor#
항온,요리주점,서울 관악구 남부순환로 1848-6 1층 항온,https://pcmap.place.naver.com/restaurant/1777292234/review/visitor#
완산정,한식,서울 관악구 봉천로 484 2층,https://pcmap.place.naver.com/restaurant/11680002/review/visitor#
탄토탄토,이탈리아음식,서울 광진구 아차산로33길 49 2층,https://pcmap.place.naver.com/restaurant/1552451811/review/visitor#
정통숯불꼬치구이구르메 군자점,이자카야,서울 광진구 능동로35길 35 1층,https://pcmap.place.naver.com/restaurant/1342272023/review/visitor#
백일도,생선회,"서울 광진구 능동로47길 37 중곡제일시장 10호, 140호",https://pcmap.place.naver.com/restaurant/1252860220/review/visitor#
홍별감네,한식,서울 광진구 긴고랑로 28,https://pcmap.place.naver.com/restaurant/20824174/review/visitor#
건대사시미,생선회,서울 광진구 아차산로33길 23,https://pcmap.place.naver.com/restaurant/33626444/review/visitor#
마초쉐프 건대점,이탈리아음식,서울 광진구 능동로 125 2층 마초쉐프 건대점,https://pcmap.place.naver.com/restaurant/605585253/review/visitor#
해피니스디저트,"카페,디저트",서울 광진구 아차산로30길 31 Happiness Dessert 妖开心甜品,https://pcmap.place.naver.com/restaurant/1086653842/review/visitor#
코후쿠,이자카야,서울 광진구 아차산로29길 24 2층 코후쿠이자카야,https://pcmap.place.naver.com/restaurant/1718483751/review/visitor#
남자수산,생선회,서울 광진구 광나루로37길 8 1층,https://pcmap.place.naver.com/restaurant/35031952/review/visitor#
박과장의 조은회사,생선회,서울 광진구 아차산로 345 래미안 프리미어팰리스@상가102동 125호,https://pcmap.place.naver.com/restaurant/1361911933/review/visitor#
만경상회 건대본점,요리주점,서울 광진구 동일로22길 40,https://pcmap.place.naver.com/restaurant/37578264/review/visitor#
오마카세 오사이초밥 건대본점,"초밥,롤",서울 광진구 군자로 14 1층,https://pcmap.place.naver.com/restaurant/1982870444/review/visitor#
송화산시도삭면,"딤섬,중식만두",서울 광진구 뚝섬로27길 48,https://pcmap.place.naver.com/restaurant/1359051109/review/visitor#
고향양꼬치 건대점,양꼬치,서울 광진구 동일로18길 101,https://pcmap.place.naver.com/restaurant/31186491/review/visitor#
킨보이서울,"카페,디저트",서울 광진구 아차산로39길 16 1층,https://pcmap.place.naver.com/restaurant/1553081980/review/visitor#
회식의달인 건대점,"육류,고기요리",서울 광진구 뚝섬로33길 45 1층,https://pcmap.place.naver.com/restaurant/1648084173/review/visitor#
에이뿔램 군자점,양갈비,서울 광진구 능동로36길 36 2층 에이뿔램 군자점,https://pcmap.place.naver.com/restaurant/36321303/review/visitor#
연길왕꼬치 건대본점,양꼬치,서울 광진구 동일로18길 86,https://pcmap.place.naver.com/restaurant/37535377/review/visitor#
멕시칼리,"멕시코,남미음식",서울 광진구 능동로36길 181 1층,https://pcmap.place.naver.com/restaurant/1111031959/review/visitor#
매운향솥 마라탕 마라샹궈,중식당,서울 광진구 동일로18길 61 1층,https://pcmap.place.naver.com/restaurant/34203618/review/visitor#
로니로티 건대점,이탈리아음식,서울 광진구 아차산로 225 단산화빌딩,https://pcmap.place.naver.com/restaurant/33451555/review/visitor#
최원석의돼지한판&서해쭈꾸미 건대1호점,"육류,고기요리",서울 광진구 아차산로 199 성빌딩,https://pcmap.place.naver.com/restaurant/13067607/review/visitor#
바인,와인,서울 광진구 아차산로29길 22 지하1층,https://pcmap.place.naver.com/restaurant/1597112748/review/visitor#
시치린,소고기구이,"서울 광진구 자양로22길 25 1층, 2층",https://pcmap.place.naver.com/restaurant/1881563985/review/visitor#
비스타 워커힐 서울 더뷔페,뷔페,서울 광진구 워커힐로 177 비스타 워커힐 서울 1층,https://pcmap.place.naver.com/restaurant/11714935/review/visitor#
허씨 정통중경마라샹궈 3호점,중식당,서울 광진구 아차산로30길 17,https://pcmap.place.naver.com/restaurant/1017625819/review/visitor#
이이요,일식당,서울 광진구 능동로32길 6,https://pcmap.place.naver.com/restaurant/38738686/review/visitor#
미도인 건대,양식,서울 광진구 아차산로33길 53 1층,https://pcmap.place.naver.com/restaurant/1050384764/review/visitor#
레스또 커피,"카페,디저트",서울 광진구 군자로6길 50-5 1층 레스또 커피,https://pcmap.place.naver.com/restaurant/1154955342/review/visitor#
비스타 워커힐 서울 피자힐,피자,서울 광진구 워커힐로 177 워커힐 호텔앤리조트,https://pcmap.place.naver.com/restaurant/11611438/review/visitor#
도치피자 강변,이탈리아음식,서울 광진구 아차산로62길 14-4,https://pcmap.place.naver.com/restaurant/1555212741/review/visitor#
